Date,Albuquerque,Baltimore,Boston,Charlotte,Chicago,Dallas,Detroit,Las Vegas,Los Angeles,Miami,New Orleans,New York,Philadelphia,Phoenix,Portland,San Diego,San Francisco,San Juan,Seattle,St Louis,Tampa
20031226,6.65,1.95,2.5,2.5,-1.1,13.6,0.3,7.75,10.55,20.6,12.5,2.5,1.4,12.5,3.35,13.3,8.35,25.55,2.5,3.35,15.85
20031227,-1.7,4.45,4.75,5.8,3.6,16.95,1.15,3.9,11.65,19.4,12.5,6.65,5.55,9.15,4.45,11.1,6.65,25.0,2.8,8.9,16.1
20031228,-4.45,3.1,5.3,6.4,7.2,10.0,4.7,2.75,9.75,20.3,17.5,4.15,4.15,5.55,3.9,10.0,6.65,24.45,1.35,10.85,16.95
20031229,-4.75,5.3,8.3,8.6,3.6,6.95,6.1,4.15,10.0,22.8,15.0,4.4,4.45,7.5,1.95,10.55,11.4,23.9,0.55,4.45,18.6
20031230,-0.3,5.85,8.35,8.6,0.85,8.9,0.85,3.6,13.6,22.25,9.45,7.5,7.8,12.5,-0.55,12.75,10.0,24.7,-1.4,5.55,20.25
20031231,0.3,3.35,5.55,5.3,0.0,11.35,3.6,6.4,12.5,21.95,11.95,4.7,3.3,13.05,0.85,11.95,9.7,23.9,0.85,7.5,20.85
20040101,5.55,3.9,3.9,7.25,1.65,18.05,-0.3,8.3,11.95,21.95,17.8,4.2,4.45,15.0,1.4,11.65,10.0,24.45,0.85,10.0,20.6
20040102,6.95,6.95,0.55,11.65,9.45,21.15,8.9,10.3,11.7,22.5,20.25,4.75,5.55,14.15,3.35,12.5,7.75,23.9,1.1,17.5,20.0
20040103,7.5,9.15,5.0,15.0,5.0,21.35,9.15,6.65,11.65,23.05,21.4,7.2,8.9,12.25,3.6,12.8,6.95,25.0,-1.4,10.55,21.95
20040104,-1.4,11.4,5.55,18.6,-0.55,10.6,1.1,3.3,11.1,23.6,23.05,7.2,8.05,8.3,-0.8,11.7,5.85,24.45,-4.75,0.8,23.05
20040105,-2.5,6.35,1.4,15.3,-8.35,0.0,-2.5,3.6,12.5,23.05,13.6,3.6,5.3,8.3,-5.55,12.2,8.05,24.15,-5.0,-6.95,21.65
20040106,-1.35,2.75,-2.2,2.8,-16.1,-2.8,-8.35,3.85,13.85,22.8,6.95,-0.25,-0.3,12.5,-6.1,12.25,8.9,23.9,-3.1,-9.7,18.9
20040107,1.95,-4.45,-6.65,-1.95,-9.4,0.3,-9.2,8.3,14.15,19.15,5.55,-5.55,-5.3,13.6,-3.35,14.7,11.1,24.45,1.4,-4.15,10.55
20040108,6.4,-2.2,-9.45,0.0,-4.75,11.1,-8.35,8.6,14.7,18.6,10.3,-2.8,-2.8,15.55,0.3,13.6,13.05,23.6,5.55,3.05,14.15
20040109,4.2,-4.7,-15.0,1.35,-5.85,6.7,-10.3,10.55,13.85,19.7,10.85,-8.05,-6.95,16.65,3.35,14.45,13.05,24.45,8.6,-0.8,16.4
20040110,5.55,-10.8,-14.7,-1.95,-6.4,5.0,-11.95,11.1,16.1,15.3,7.2,-12.8,-12.25,19.45,2.25,14.45,13.05,24.45,6.65,-1.95,10.55
20040111,5.0,-7.25,-10.25,-1.95,0.55,9.15,-3.05,10.85,15.55,15.8,6.4,-8.6,-8.05,18.35,1.7,12.8,11.95,24.7,5.0,7.5,9.75
20040112,7.8,3.3,-2.2,8.35,1.4,12.2,1.1,11.4,13.9,17.75,10.0,-0.3,1.7,19.45,3.05,14.75,10.0,24.7,5.3,5.55,13.05
20040113,5.0,4.15,-4.45,6.7,-1.4,15.25,-2.75,11.65,16.9,19.15,12.8,-0.55,1.4,19.2,4.45,16.4,10.3,24.45,7.5,3.35,12.5
20040114,4.75,-3.35,-16.65,5.0,-2.8,16.1,-6.1,11.4,17.75,17.5,15.0,-10.25,-6.95,18.05,4.75,16.65,8.9,24.45,9.45,5.0,12.8
20040115,6.1,-4.45,-16.95,7.25,-7.25,13.05,-10.85,10.0,15.6,17.8,13.35,-12.5,-9.45,16.1,5.55,14.2,10.3,24.45,8.6,0.3,17.2
20040116,5.85,-6.7,-15.85,4.45,-3.05,15.0,-11.95,9.45,13.9,18.3,13.9,-10.55,-8.6,15.55,5.85,13.9,10.85,24.45,6.95,3.85,14.15
20040117,4.45,-3.85,-3.65,5.0,-0.55,15.0,-5.55,9.15,14.15,18.3,18.1,-2.75,-3.6,14.45,4.45,13.9,10.8,25.0,5.3,5.55,16.65
20040118,5.3,-0.25,-0.55,8.05,-7.75,5.85,-4.7,8.05,14.2,23.6,15.85,-0.25,0.0,14.7,4.45,14.15,10.85,24.45,7.2,-2.5,18.35
20040119,3.05,-4.2,-5.25,1.95,-11.95,1.65,-8.35,10.25,13.35,21.4,6.95,-4.45,-3.35,14.15,4.45,14.45,11.1,24.2,8.05,-8.05,16.7
20040120,2.5,-4.75,-6.65,-1.4,-9.7,4.15,-11.7,8.6,13.05,17.2,5.0,-5.0,-3.65,15.3,3.85,15.0,10.55,25.85,4.7,-5.25,10.85
20040121,2.75,-5.85,-5.55,1.95,-4.7,6.1,-8.9,8.35,15.0,17.25,7.8,-5.55,-5.3,13.9,2.5,15.25,10.55,24.45,3.65,0.85,12.2
20040122,2.5,-0.55,-2.8,3.6,-11.65,9.7,-7.8,8.6,17.8,18.6,9.2,-1.95,-0.55,14.15,1.7,14.15,9.7,24.75,4.15,-0.8,12.8
20040123,4.45,-7.2,-8.65,0.8,-9.4,10.25,-14.2,7.8,14.2,16.1,10.85,-8.35,-8.35,15.85,4.75,14.7,8.9,25.0,6.65,2.8,13.05
20040124,4.2,-5.8,-10.8,9.7,-9.45,14.45,-13.6,8.05,11.4,15.55,15.3,-8.3,-7.2,12.8,5.85,12.8,10.85,25.0,3.9,2.75,12.25
20040125,1.95,-10.0,-13.05,1.1,-8.1,16.35,-15.3,8.05,12.75,16.95,17.8,-10.55,-10.25,12.75,5.25,13.35,9.2,23.35,3.1,-3.35,16.1
20040126,-2.5,-7.5,-11.1,-5.0,-5.55,5.3,-6.65,4.4,11.95,23.35,15.3,-7.5,-7.75,9.7,7.5,12.8,10.3,23.9,5.8,-4.75,20.0
20040127,-1.4,-3.9,-7.75,-1.35,-8.3,0.55,-3.05,6.1,11.95,23.35,8.35,-5.55,-4.15,10.0,6.35,12.75,11.65,23.6,6.95,-7.75,17.5
20040128,1.4,-5.0,-3.9,0.25,-14.2,5.3,-6.65,9.45,13.6,15.8,5.25,-4.15,-4.2,11.7,9.75,14.2,10.0,25.55,8.05,-6.1,12.2
20040129,4.2,-5.0,-5.3,2.5,-16.95,9.4,-11.65,10.3,12.75,16.4,7.8,-5.0,-4.45,11.95,12.5,13.6,10.0,25.55,10.3,-11.4,11.1
20040130,3.9,-5.55,-6.1,6.7,-19.45,3.6,-12.5,10.3,12.5,19.75,12.5,-6.9,-6.65,13.35,8.3,13.35,11.35,24.45,7.25,-14.15,14.7
20040131,4.15,-8.05,-6.1,0.55,-15.55,4.4,-11.4,9.15,13.9,18.9,9.75,-5.85,-7.5,12.5,5.8,14.2,8.6,26.1,4.45,-10.85,13.05
20040201,0.0,-6.35,-3.85,1.95,-6.4,8.05,-10.25,5.6,12.25,23.05,11.1,-3.05,-5.0,11.4,4.75,12.8,9.45,25.0,4.75,-3.6,17.75
20040202,-1.4,-5.3,-1.4,0.6,-2.5,5.6,-4.45,6.4,12.8,22.5,12.75,-1.65,-2.8,12.5,7.2,12.8,10.55,24.7,5.55,0.25,16.1
20040203,1.95,-0.55,0.0,2.8,-6.4,3.6,1.1,8.9,11.1,22.5,8.9,-0.3,1.95,11.95,6.65,13.6,10.55,24.15,6.65,-3.6,17.2
20040204,0.0,0.0,2.5,3.1,-10.55,5.55,-4.7,8.3,11.95,22.25,12.5,3.65,2.5,10.85,6.1,13.6,11.1,25.8,5.3,-4.75,19.7
20040205,-0.3,-2.5,0.0,2.2,-3.3,5.0,-5.25,10.0,12.8,24.45,19.75,-1.1,-0.85,10.55,5.55,13.35,10.0,24.45,3.6,0.0,22.2
20040206,0.6,0.3,-0.85,3.65,-2.2,3.6,0.0,7.25,13.9,25.25,11.4,1.65,1.65,10.85,7.2,14.2,10.8,25.25,6.65,-1.4,23.35
20040207,0.0,2.5,1.1,5.0,-6.65,2.8,-5.0,8.65,14.2,21.65,6.95,1.65,2.8,12.25,6.7,13.3,9.45,24.75,6.1,-6.4,15.85
20040208,2.2,-3.05,-5.55,1.4,-9.15,5.3,-7.5,9.15,15.0,15.85,4.45,-3.35,-2.5,11.4,6.1,14.45,9.15,24.75,4.2,-4.7,8.9
20040209,0.55,0.0,0.85,1.95,-2.2,8.6,-1.65,6.95,14.45,20.85,12.2,0.8,0.3,11.65,5.85,13.6,10.0,25.0,3.05,3.05,16.1
20040210,2.8,5.0,4.7,4.45,-6.7,8.35,-3.6,9.15,13.6,23.05,13.3,3.9,4.7,13.05,5.85,13.6,12.5,25.25,4.15,0.3,20.55
20040211,0.8,1.4,0.55,6.7,-5.0,6.1,-5.25,7.8,13.05,23.9,14.75,1.95,1.65,12.25,7.2,12.8,10.25,24.45,8.6,3.05,20.0
20040212,-4.45,2.5,-1.65,3.6,-5.85,2.5,-3.35,6.65,13.9,24.45,11.1,0.0,0.85,11.4,8.9,14.15,11.4,25.25,8.9,-2.5,21.35
20040213,-3.6,2.8,2.2,5.3,-6.65,-0.3,-3.35,5.3,13.35,23.05,9.2,2.5,1.7,9.45,5.8,12.75,11.65,25.55,7.5,-1.95,22.25
20040214,0.55,3.3,2.8,6.95,-3.3,1.1,-2.2,8.35,12.25,23.9,8.35,3.35,3.05,11.65,6.4,13.05,12.2,25.0,6.9,2.5,20.25
20040215,3.6,-1.1,-4.15,4.2,-10.0,4.75,-8.9,9.75,11.95,21.95,8.05,-3.05,-1.95,13.65,8.6,12.25,12.5,25.55,8.35,-1.95,17.2
20040216,5.55,-3.6,-6.1,1.65,-8.9,7.8,-9.15,11.7,13.65,19.45,8.05,-4.7,-4.15,15.8,6.9,15.0,13.35,25.55,7.8,-1.95,13.3
20040217,6.15,-2.5,-5.55,1.4,-4.45,9.45,-3.6,13.85,15.55,20.3,8.05,-2.5,-0.6,18.3,5.8,16.4,16.1,25.0,7.75,1.95,12.75
20040218,9.75,1.95,-1.1,4.15,-1.95,10.55,-2.8,13.9,12.5,13.6,8.6,1.95,2.5,18.9,9.15,13.9,12.2,23.6,8.9,6.4,10.3
20040219,9.75,6.35,1.1,6.65,1.95,16.4,2.5,13.05,12.8,16.4,11.1,3.05,5.25,16.1,7.5,14.45,10.3,24.45,6.65,11.7,11.95
20040220,5.3,5.85,1.1,9.7,3.9,14.15,5.55,10.3,13.05,21.1,16.4,0.8,4.45,15.55,6.65,14.45,10.85,24.7,5.85,8.85,14.45
20040221,6.1,6.95,2.8,10.8,0.55,11.1,1.1,9.45,11.95,23.3,15.0,6.7,7.2,16.7,8.85,13.35,10.25,23.35,7.2,4.2,20.55
20040222,7.2,3.6,3.1,6.95,0.85,13.65,1.65,8.6,13.35,22.25,15.0,4.15,4.45,14.15,10.55,13.35,11.65,24.45,11.1,5.3,19.45
20040223,5.85,2.75,3.35,5.85,5.0,13.35,1.4,9.45,12.8,22.5,15.0,3.3,3.6,11.65,10.0,13.9,11.95,23.6,8.35,7.25,19.7
20040224,2.2,3.05,0.55,10.0,1.1,9.45,-0.85,9.45,13.35,25.0,14.75,0.55,2.5,13.3,7.75,13.9,12.8,24.7,8.35,3.6,20.8
20040225,5.0,1.95,0.85,7.25,-0.55,6.95,-0.25,10.85,13.6,24.15,13.3,0.0,0.85,13.85,7.25,14.15,11.95,24.75,7.2,4.45,18.6
20040226,7.2,1.4,1.65,1.95,0.85,7.5,1.1,12.75,13.65,23.3,8.6,1.7,1.4,16.4,8.35,14.15,11.1,25.85,8.05,4.45,17.75
20040227,9.7,5.0,5.0,0.3,1.65,8.65,2.25,9.75,12.25,16.1,10.55,2.2,4.15,14.15,8.35,13.9,10.55,25.85,8.35,5.0,10.25
20040228,4.15,6.1,6.1,3.85,4.45,10.3,3.05,9.7,13.05,15.55,11.7,6.35,7.5,11.7,8.9,13.65,10.25,25.85,7.5,8.9,13.65
20040229,3.6,7.5,6.1,4.45,8.05,12.75,5.85,10.3,12.2,21.95,17.8,8.35,8.05,12.8,8.35,12.75,10.55,23.65,7.5,13.3,16.9
20040301,3.6,7.5,6.95,9.15,11.95,14.45,7.75,8.9,12.8,23.35,19.7,8.3,10.25,13.3,9.4,14.2,10.8,25.3,6.95,16.4,20.6
20040302,3.6,14.45,11.1,17.2,6.4,13.65,9.7,9.45,13.05,23.9,21.15,11.1,12.8,14.2,8.05,13.35,12.75,24.45,5.3,9.75,21.65
20040303,5.85,11.95,9.45,16.35,5.8,19.45,5.55,11.95,16.1,24.7,22.2,11.7,10.55,14.15,6.1,15.0,11.95,25.55,5.25,8.05,23.3
20040304,3.9,11.65,6.95,20.0,5.0,16.95,6.95,12.8,14.7,25.0,22.2,7.25,9.7,11.65,8.6,15.55,12.25,25.0,6.9,13.85,23.35
20040305,4.7,15.25,5.0,19.7,10.0,16.1,12.5,13.9,14.45,25.3,23.05,6.95,12.5,14.15,8.9,16.1,11.65,26.1,7.75,13.9,23.6
20040306,7.25,14.75,10.3,18.6,5.0,15.0,4.7,14.7,14.2,25.55,21.95,12.2,14.15,16.1,7.8,16.1,13.35,25.55,6.65,10.3,22.5
20040307,10.3,8.35,5.55,14.75,4.15,13.6,5.0,16.65,20.0,25.25,19.45,7.5,9.2,20.85,13.35,19.7,15.8,25.55,9.75,9.2,22.25
20040308,12.25,3.9,1.1,8.6,1.1,13.6,1.35,18.35,23.65,21.65,15.0,2.5,4.45,23.05,14.2,21.95,17.75,25.85,12.5,8.05,16.4
20040309,14.7,1.95,-0.3,5.0,0.25,14.45,1.65,19.7,19.75,19.7,16.1,3.9,4.15,24.15,11.1,20.85,17.8,25.0,8.9,5.0,15.3
20040310,14.15,3.9,1.35,4.45,2.75,13.65,1.65,19.7,15.8,18.05,12.5,3.9,4.45,24.2,9.15,15.85,19.45,26.65,8.05,6.65,14.7
20040311,8.9,5.55,4.15,6.7,-0.85,14.15,3.35,20.3,16.4,18.6,12.25,7.25,6.65,23.9,11.35,16.35,18.05,26.65,8.3,6.95,14.45
20040312,6.95,4.45,5.0,11.35,-4.15,11.65,-4.15,18.9,16.4,20.55,15.85,4.75,4.15,22.5,9.4,15.55,15.85,26.35,6.65,2.75,16.1
20040313,11.95,2.8,3.05,9.75,0.25,11.95,-3.05,19.45,15.3,22.2,16.4,3.3,3.6,21.7,10.0,16.95,16.95,26.1,8.35,5.25,19.45
20040314,12.5,3.6,1.1,12.2,3.6,14.45,3.05,20.55,14.75,23.35,18.9,1.1,2.8,22.8,12.75,15.55,17.2,25.25,9.7,8.35,20.8
20040315,12.8,10.85,6.95,14.7,-0.3,14.7,2.2,20.85,15.55,24.45,18.9,9.15,10.0,23.65,12.2,15.3,19.15,25.55,7.5,7.5,21.65
20040316,11.65,5.25,0.25,15.85,-0.25,14.15,-2.8,19.15,14.45,25.25,18.6,3.05,4.15,24.2,10.55,16.1,20.85,25.55,8.05,4.2,20.85
20040317,12.2,2.5,-2.5,10.25,-0.3,18.35,-2.75,20.0,14.7,24.15,16.95,-1.15,0.25,23.35,11.1,16.35,20.3,25.55,8.9,6.7,19.45
20040318,14.45,3.6,-2.5,8.3,-0.3,21.1,0.55,20.8,15.0,22.75,20.3,0.55,3.3,24.75,9.45,16.1,18.05,25.55,6.15,9.7,19.75
20040319,15.55,3.9,-0.85,12.5,3.35,22.75,2.75,22.5,14.75,21.95,19.45,2.8,3.35,24.7,8.6,16.65,15.0,25.55,6.1,9.45,21.15
20040320,18.6,6.4,1.4,12.5,8.35,24.45,8.05,23.3,15.55,24.15,20.3,2.2,4.75,25.85,10.25,16.95,16.95,25.55,9.2,14.7,22.25
20040321,13.9,7.5,4.7,9.7,-2.5,15.0,-0.55,25.0,14.45,22.8,18.3,5.0,6.1,27.75,15.25,16.1,14.75,25.3,11.95,3.6,20.3
20040322,15.25,0.55,-2.5,3.9,-1.4,12.75,-3.3,24.45,15.0,22.75,12.8,-0.3,0.55,28.05,15.8,16.65,13.35,26.1,13.6,4.45,17.5
20040323,16.1,1.65,-0.25,3.05,7.8,15.85,4.7,26.7,15.85,20.55,15.6,1.1,1.95,26.7,13.35,16.1,13.35,25.0,9.45,9.4,16.65
20040324,17.5,6.65,2.8,10.0,11.95,18.65,5.25,23.05,16.4,21.9,16.4,6.15,7.5,25.55,10.8,17.25,15.55,25.0,8.05,16.95,18.05
20040325,17.8,13.65,8.05,12.75,15.3,21.7,14.4,21.7,15.0,21.65,20.8,7.2,10.55,25.3,8.9,16.65,12.75,25.25,8.1,16.65,19.7
20040326,16.9,16.4,13.05,15.55,13.3,22.5,15.0,20.3,15.55,22.25,20.3,10.3,16.65,23.05,8.9,16.95,11.1,24.45,8.05,17.8,21.95
20040327,13.35,15.85,13.05,18.35,10.3,21.1,11.4,18.9,15.55,22.5,20.85,15.0,15.6,21.65,10.25,16.95,13.9,24.75,9.15,20.3,22.25
20040328,10.85,11.4,5.0,19.45,16.1,18.6,9.45,18.35,20.25,22.5,22.25,10.0,11.95,23.05,11.4,21.65,16.1,24.7,10.3,14.75,20.85
20040329,11.95,5.3,2.8,13.9,10.55,16.1,11.1,19.45,23.05,20.85,21.4,5.3,7.5,24.7,18.05,24.2,15.0,23.65,17.8,12.75,21.4
20040330,11.95,4.75,2.5,10.0,8.6,16.65,8.05,22.2,15.8,21.15,18.3,4.7,4.7,27.5,8.3,17.5,12.2,24.2,8.3,7.5,19.75
20040331,14.15,7.5,4.15,10.3,5.55,15.25,4.45,22.8,15.8,22.75,16.4,6.95,7.2,26.9,7.5,16.65,11.65,24.75,6.95,6.1,22.25
20040401,15.55,7.8,5.0,10.25,5.3,18.05,5.85,19.75,14.7,20.25,13.6,9.15,11.15,23.9,8.6,15.25,12.5,25.0,7.8,8.05,15.55
20040402,10.85,7.2,3.85,9.4,6.7,18.9,8.85,12.8,15.3,19.2,17.5,7.8,6.95,15.25,12.5,15.25,17.25,25.6,10.0,9.45,16.95
20040403,8.9,8.65,4.15,10.6,6.1,18.9,8.3,13.05,15.8,20.85,18.05,7.2,7.5,16.4,16.65,17.2,15.3,26.95,13.35,11.1,17.5
20040404,5.85,5.0,5.55,9.7,2.75,15.55,3.3,16.7,16.35,19.7,17.75,6.4,4.2,17.5,12.5,18.6,12.25,25.0,9.7,9.15,19.15
20040405,8.6,3.6,2.5,8.6,3.9,18.9,1.95,18.6,16.1,21.1,17.8,3.6,3.85,18.6,10.85,18.35,12.5,26.15,10.3,10.25,18.35
20040406,10.55,6.65,5.0,9.75,13.05,17.2,6.95,20.55,15.85,20.0,19.2,6.65,6.95,21.95,12.5,16.95,12.5,26.35,10.0,17.2,19.15
20040407,11.65,15.8,8.3,15.25,11.1,18.35,8.9,19.45,15.0,22.2,21.65,13.05,14.7,22.2,13.05,17.2,13.6,25.85,11.1,18.65,20.25
20040408,9.45,9.75,7.2,15.85,7.5,18.9,7.25,20.85,14.7,25.55,21.95,8.05,8.35,20.8,13.9,17.5,13.6,26.1,11.4,13.9,23.6
20040409,11.7,11.7,10.55,16.1,7.25,20.85,7.25,20.85,16.65,25.85,21.95,11.1,11.95,23.35,15.3,18.35,15.0,26.1,12.8,13.35,23.6
20040410,6.95,9.7,9.7,16.95,6.7,16.4,6.7,19.2,15.0,26.4,21.7,11.15,10.0,23.6,16.95,18.35,14.7,25.85,15.25,11.1,23.6
20040411,5.25,8.1,6.4,15.85,2.5,9.7,5.3,18.85,17.5,25.55,20.0,8.35,7.75,20.8,18.05,19.45,12.75,25.8,16.95,8.9,22.5
20040412,8.1,7.2,6.35,9.15,2.25,12.5,5.85,20.0,15.55,24.2,15.0,9.75,7.8,21.35,13.35,18.6,13.1,25.85,12.5,8.35,21.65
20040413,11.65,8.6,10.0,14.2,3.05,11.1,5.55,22.2,15.0,24.15,12.75,10.0,11.4,24.75,12.8,17.2,13.9,26.1,12.25,8.05,20.0
20040414,15.8,9.2,12.2,9.15,9.15,13.6,8.35,21.1,15.25,18.6,14.15,10.55,10.3,24.45,11.1,17.8,15.0,25.55,9.2,12.2,15.8
20040415,16.4,11.95,8.35,11.95,15.85,18.9,10.0,21.4,15.85,18.3,16.1,10.3,11.7,24.45,10.55,16.65,12.2,25.3,9.2,17.2,16.65
20040416,15.85,9.75,6.95,15.0,21.1,21.4,16.4,21.4,15.55,20.85,17.8,11.1,10.85,24.75,11.95,17.5,12.75,26.1,9.7,22.5,18.6
20040417,19.2,15.55,12.2,17.8,17.8,21.95,18.9,16.95,13.65,21.65,18.6,10.3,15.3,23.9,11.95,15.0,12.5,25.55,10.8,25.0,20.3
20040418,15.6,20.3,12.8,19.7,20.55,22.2,21.4,15.25,14.15,22.75,20.0,15.85,20.25,18.6,10.55,16.1,11.65,26.65,10.25,25.55,21.1
20040419,14.7,22.2,18.35,20.85,15.3,20.8,17.8,18.05,14.15,23.9,21.4,15.8,19.45,20.3,10.55,16.65,13.65,25.8,10.0,23.05,21.7
20040420,13.65,20.6,15.0,20.55,12.2,21.7,8.65,19.75,15.25,23.35,20.85,17.2,18.05,21.65,9.45,17.5,15.55,25.55,10.0,21.7,20.55
20040421,13.3,17.5,11.1,20.55,11.95,24.15,15.55,21.1,15.55,23.3,23.05,11.4,16.4,22.2,11.95,18.35,13.65,25.8,11.15,19.15,22.2
20040422,15.55,20.25,18.3,19.7,8.6,24.75,10.25,18.6,16.65,24.7,24.15,16.1,19.45,23.05,12.5,17.25,15.55,27.2,12.25,13.05,23.9
20040423,10.0,20.55,9.75,21.65,10.55,22.5,12.2,21.65,21.4,25.55,25.8,12.5,16.65,21.95,11.95,19.7,17.5,26.35,11.4,12.75,24.7
20040424,11.4,16.4,11.95,21.65,6.95,17.75,10.25,21.35,19.75,25.55,25.3,14.45,15.0,23.9,11.1,20.0,19.15,26.1,10.6,15.25,24.75
20040425,13.9,14.2,5.8,22.8,11.95,20.85,15.55,22.8,18.9,25.85,22.5,9.45,12.5,26.4,17.5,20.25,21.7,26.1,13.9,13.65,25.85
20040426,14.7,15.55,8.05,15.85,10.85,19.7,12.8,24.45,23.3,25.85,22.5,11.35,14.45,28.05,20.0,23.9,23.6,26.1,16.95,14.45,25.0
20040427,15.8,11.95,10.0,13.6,6.65,20.55,4.2,25.8,25.0,26.15,20.85,15.3,13.35,28.35,15.85,21.65,21.95,26.1,11.4,11.95,20.8
20040428,17.5,9.7,11.35,11.65,17.5,20.0,10.25,25.55,19.45,24.45,20.25,10.0,9.7,29.2,15.0,17.5,16.4,27.25,11.9,20.8,22.2
20040429,16.7,15.85,14.7,15.0,20.3,21.4,21.1,18.9,17.75,25.85,21.95,12.75,16.65,24.45,16.7,17.5,18.35,26.35,15.0,19.45,24.4
20040430,10.0,17.25,20.0,19.15,10.55,21.95,18.3,20.3,16.4,26.35,19.45,13.6,18.9,22.25,19.7,17.75,15.3,26.1,17.75,19.4,26.15
20040501,11.1,20.0,19.2,21.1,7.5,12.75,10.55,22.8,19.15,26.9,22.8,14.45,20.8,26.35,19.2,21.4,17.2,26.1,18.3,12.2,25.55
20040502,14.45,20.25,19.7,21.1,5.3,15.85,6.65,25.55,23.9,26.9,17.5,14.45,21.95,27.5,18.9,25.55,20.25,26.35,15.85,12.2,26.4
20040503,17.25,10.55,14.45,11.95,5.55,17.2,5.25,28.3,26.35,25.3,17.25,12.5,12.8,29.2,18.6,27.25,16.15,25.8,15.55,10.85,21.95
20040504,19.15,10.55,10.25,10.55,12.5,21.1,8.35,30.55,21.4,25.85,18.05,11.4,10.6,29.7,15.25,21.65,15.0,25.85,13.3,15.85,21.65
20040505,21.1,15.0,11.65,16.95,11.35,20.85,13.05,29.45,19.7,24.75,20.3,11.4,14.7,29.75,14.45,20.0,14.7,26.65,11.7,19.45,21.95
20040506,23.6,15.55,13.3,20.3,20.55,21.4,17.75,26.4,19.15,23.9,21.4,13.85,16.1,30.0,15.25,22.25,15.55,26.95,13.05,26.1,23.35
20040507,21.35,20.25,20.0,21.65,10.55,22.75,12.2,28.05,20.6,25.0,21.95,19.2,20.0,30.55,16.65,21.1,17.5,26.95,13.05,24.75,24.15
20040508,20.55,14.15,10.55,22.8,19.15,23.6,11.95,28.6,19.7,24.7,25.0,13.05,13.85,30.8,15.0,21.1,16.15,26.35,12.75,25.0,25.55
20040509,20.55,19.45,11.65,23.9,21.1,22.75,18.65,27.8,18.6,25.8,24.15,13.85,17.5,31.1,14.15,21.4,15.55,27.25,12.75,25.3,24.15
20040510,22.25,23.35,13.3,22.25,21.1,23.6,22.5,26.1,18.6,26.4,25.0,15.55,21.65,30.8,12.5,18.9,14.45,27.25,9.7,24.45,24.7
20040511,22.2,25.55,21.1,21.1,19.75,24.2,18.05,21.95,17.8,26.65,23.9,19.7,24.7,28.05,13.6,19.2,13.9,27.25,11.7,24.7,26.7
20040512,18.9,24.15,18.35,21.15,24.15,25.6,21.95,20.3,17.5,26.35,23.6,21.95,24.45,26.4,14.75,18.6,15.25,25.8,13.3,22.8,26.4
20040513,16.35,24.45,13.35,22.25,21.95,20.25,22.25,21.95,19.15,26.4,23.9,20.55,24.15,25.0,14.45,21.1,15.55,25.8,13.9,21.1,26.95
20040514,16.1,24.45,14.2,21.65,14.7,15.85,20.85,25.3,19.75,26.65,25.85,15.25,23.05,28.05,15.6,20.85,15.25,25.0,14.2,15.55,26.1
20040515,20.55,24.45,23.9,21.4,8.35,18.05,12.2,27.5,20.0,26.35,22.5,20.3,25.55,29.45,13.05,20.25,14.45,25.55,11.9,15.0,26.4
20040516,21.9,22.8,16.7,21.95,11.95,21.4,13.6,27.2,19.45,25.85,25.0,21.7,22.75,29.7,16.1,18.6,14.45,26.65,13.9,16.65,26.15
20040517,21.1,23.35,13.9,23.3,20.85,24.45,17.8,27.75,19.15,26.35,24.45,16.95,22.25,29.45,18.05,18.9,15.25,26.4,16.15,23.9,26.95
20040518,23.05,22.5,17.8,21.95,13.6,26.7,18.85,25.85,18.9,25.85,24.45,18.9,22.75,28.6,16.65,19.7,15.25,26.65,16.7,24.45,25.85
20040519,21.95,20.8,17.2,23.35,14.2,27.25,14.7,26.7,18.6,26.1,24.75,18.6,20.0,29.7,15.55,19.2,14.45,25.25,13.9,23.6,26.15
20040520,24.45,20.25,16.65,24.75,23.05,26.95,20.85,25.0,18.05,26.4,25.0,17.25,20.0,28.6,15.25,19.2,14.45,25.55,15.25,26.95,27.5
20040521,22.25,23.05,18.6,25.3,17.2,26.7,16.95,24.15,17.8,26.95,25.6,19.45,20.8,27.5,14.75,18.3,15.0,23.9,13.65,27.5,26.4
20040522,20.55,23.6,12.5,26.35,18.35,26.4,22.5,23.65,17.75,26.95,25.55,19.4,25.0,25.55,14.45,18.6,14.75,24.2,12.5,26.95,26.4
20040523,18.6,26.7,11.65,25.25,19.7,27.25,23.35,25.3,18.05,26.35,26.15,20.55,27.5,26.4,16.4,18.6,15.25,23.05,15.0,24.7,26.95
20040524,20.0,27.2,10.8,24.7,13.05,26.1,16.4,24.7,18.1,26.4,26.95,19.45,27.5,27.5,18.6,18.35,15.85,25.3,16.35,23.6,26.1
20040525,20.85,25.3,10.25,26.1,14.7,25.25,14.45,25.55,17.5,26.65,25.85,16.7,24.7,27.5,19.75,18.3,16.7,26.1,16.4,20.85,26.95
20040526,21.15,23.3,9.7,25.0,13.9,27.8,16.15,25.3,18.05,26.65,26.15,14.15,19.75,27.2,16.65,19.15,17.8,28.05,14.7,16.95,27.75
20040527,21.1,22.5,13.9,25.0,17.5,26.95,16.65,28.65,17.5,27.5,25.85,17.75,20.85,26.95,13.6,18.9,17.5,28.85,12.8,24.2,27.75
