Name,Gender,Age,Div,Ctry,Time
Bodner Adam H.,M,28,3815,USA,309.23
Boeger Reed W.,M,24,1971,USA,223.60
Boggs Cory A.,M,34,4002,USA,331.57
Bradley Cathy L.,F,64,164,USA,437.48
Bradley Michael J.,M,59,1015,USA,365.55
Briggs Timothy F.,M,35,3635,USA,295.08
Broussard Anne,F,59,386,USA,405.82
Brown Stacey A.,F,31,3987,USA,327.07
Bundick Kimberly T.,F,24,3703,USA,305.93
Burke Thomas J.,M,40,1989,USA,390.28
Burkey Robert L.,M,31,4218,USA,367.95
Burns Deborah E.,F,43,1375,USA,324.90
Calisi Jason M.,M,26,3929,USA,323.48
Calkins Keri L.,F,24,4501,USA,392.93
Callaluca Corie Mae,F,24,3907,USA,328.42
Cameron Thomas P.,M,51,1383,USA,281.28
Campbell Ronan D.,M,42,1669,USA,288.13
Canty Ryan T.,M,25,4290,USA,403.10
Capes Heather C.,F,39,3770,USA,311.25
Cappa Courtney E.,F,32,2698,USA,265.80
Cappella Suzanne M.,F,37,2434,USA,264.10
Caputo Wendy C.,F,41,1448,USA,355.95
Carey Hugh L.,M,26,4228,USA,371.95
Carlson Kerry A.,F,42,1374,USA,326.63
Caruso John A. Jr.,M,39,3888,USA,315.65
Cassery Tara,F,37,3113,USA,280.07
Cassidy Sean E.,M,39,4220,USA,369.93
Castelot Laura,F,23,4247,USA,356.63
Castriano Eric,M,30,3961,USA,324.98
Chanda Jaidip,M,41,1766,USA,309.28
Chanover Nancy J.,F,42,1254,USA,302.05
Chekijian Sarkis,M,38,3778,USA,308.25
Chen Alyce A.,F,38,3808,USA,318.67
Chernick Rachel M.,F,28,4549,USA,408.65
Christenson Giles A.,M,35,2952,USA,252.48
Chuang Lynne M.,F,45,903,USA,282.80
Chute Michael A.,M,32,4036,USA,335.50
Cianciolo Judy M.,F,51,725,USA,343.08
Cimeno Timothy J.,M,33,4182,USA,356.85
Cincotta Craig A.,M,33,3848,USA,314.57
Cloke Megan K.,F,31,4118,USA,340.42
Collins Danielle F.,F,26,4253,USA,351.02
Connors Katherine M.,F,26,4239,USA,351.00
Conroy Matthew J.,M,42,1473,USA,262.65
Conte Christopher Z.,M,25,3431,USA,280.60
Cormier Leanne M.,F,27,3908,USA,325.15
Cornell Michael L.,M,42,2015,USA,428.27
Correa Richard A.,M,64,572,USA,334.82
Cosenza Kimberly E.,F,26,4227,USA,353.05
Costello Debbie A.,F,34,3620,USA,299.58
Costello Sydney K.,F,27,3423,USA,293.20
Costigan Gregory J.,M,25,4224,USA,372.43
Cotter Shane E.,M,36,4238,USA,374.32
Crayton Stephanie A.,F,39,4582,USA,437.53
Crowell Christopher M.,M,24,3676,USA,300.85
Daley Jeffrey M.,M,41,1976,USA,373.97
Daley Kristen L.,F,26,4222,USA,349.77
Daley Leo H.,M,50,1180,USA,271.03
Decina Melissa,F,38,4322,USA,361.52
Decina Paul A. Sr.,M,40,1943,USA,361.52
Denhoff Erica Rose,F,25,4472,USA,383.97
Devine Megan J.,F,26,4365,USA,366.10
Diamondstein Andrew M.,M,37,3535,USA,295.15
Dickison Amy L.,F,51,756,USA,359.73
Dietz William Jr.,M,58,1025,USA,377.35
Dimitri Chris,M,33,3791,USA,307.48
Doherty Michael P.,M,42,1658,USA,287.00
Donner Sarah M.,F,28,3071,USA,280.12
Donohoe Kerry F.,F,39,3927,USA,323.00
Ducie Laura,F,28,3879,USA,321.68
Egler Brian D.,M,54,1748,USA,342.20
Ewart Timothy J.,M,47,2197,USA,365.57
Fay Joy,F,41,1412,USA,336.07
Feather Edward J.,M,39,2806,USA,245.10
Feinhaus Anna,F,47,1361,USA,358.33
Ferreira Jessica C.,F,24,4177,USA,343.00
Ferris Steve,M,48,1961,USA,296.08
Filippetti Kristin,F,31,3385,USA,288.85
Fiore Glenn M.,M,42,1911,USA,346.77
Fitzgerald Edward F.,M,49,2190,USA,358.32
Fitzpatrick Chris M.,M,29,3415,USA,279.77
Flaherty Meaghan E.,F,33,4196,USA,346.32
Fletcher Kimberly A.,F,61,155,USA,379.32
Flores Abbey,F,38,3271,USA,283.83
Follett Kristina,F,28,1840,USA,249.63
Fornuff Claire N.,F,28,4098,USA,338.20
Frederick Jaclyn A.,F,29,4546,USA,405.13
Fridfinnson Trevor S.,M,40,1863,CAN,332.47
Frisbee Carrie N.,F,30,4105,USA,336.15
Frumkin Ted E.,M,50,1505,USA,295.37
Gagnon Taylor J.,F,21,4127,USA,344.02
Garrity Bridget K.,F,19,3928,USA,325.78
Garvey Daniel J.,M,54,1832,USA,378.87
Gary Darlene D.,F,58,325,USA,337.85
Gavsie Cherie M.,F,41,1215,USA,293.62
Geffner Linda J.,F,39,3705,USA,307.80
Gelb Nanci A.,F,46,1405,USA,382.65
Gibson Katherine M.,F,23,4406,USA,371.95
Giles Heath,M,34,4077,USA,343.92
Gilger Brian C.,M,50,1172,USA,269.13
Gilman Michael S.,M,58,1043,USA,389.45
Glennon Ashley,F,29,4124,USA,340.03
Goldberg Susan J.,F,49,1355,USA,354.33
Goldner Mark A.,M,42,1284,USA,248.08
Golembeski Thomas J.,M,38,3592,USA,290.63
Gomes Carla C.,F,30,4392,USA,371.05
Gordon Brett A.,M,43,1449,USA,266.45
Goyal Lipika,F,32,4267,USA,352.97
Grant Aisling,F,39,3977,USA,325.17
Greco Coleen J.,F,37,4573,USA,427.60
Greenblatt Jessica A.,F,29,4548,USA,404.35
Grey Ethan C.,M,34,4119,USA,345.07
Hage John L.,M,48,2182,USA,350.17
Hagen Karen M.,F,29,4200,USA,347.45
Hagerty Heather K.,F,38,4572     ,USA,423.88
Hall Megan E.,F,32,2828,USA,271.32
Handley Kathleen A.,F,46,1341,USA,351.23
Hanson Emily T.,F,22,4153,USA,340.92
Hanson Jamie J.,M,48,2216,USA,372.82
Hanson Larry R.,M,57,1053,USA,398.55
Harding Christin,F,53,772,USA,375.40
Harrington Edward P. Jr.,M,23,2759,USA,244.55
Harris Melissa A.,F,27,4329,USA,360.75
Hasenfus Melissa,F,41,1502,USA,398.23
Hawk Adam R.,M,37,3641,USA,296.58
Hawkes Adam M.,M,41,1978,USA,375.45
Heines Deborah,F,25,4362,USA,363.23
Hemela Brittney N.,F,22,4470,USA,381.08
Hendrickson Cherie M.,F,26,4428,USA,376.83
Hensler Andrea H.,F,45,1265,USA,322.65
Hentel-Koplin Allyson,F,39,1640,USA,240.33
Hentschel Lisa,F,47,1346,USA,349.60
Herr Brian J.,M,49,2024,USA,307.57
Hewitt Elizabeth K.,F,30,3696,USA,307.82
Higgins Jack O.,M,41,1584,USA,277.40
Higgins Lindsey B.,F,33,4132,USA,340.97
Higgins Romelyn A.,F,36,4276,USA,355.78
Hill Kevin,M,50,1699,USA,326.82
Hill Kimberly,F,25,3787,USA,314.07
Hodge Emily,F,31,4073,USA,336.85
Hoffman David A.,M,65,60,USA,278.27
Hoffman-Andrews Jacob,M,31,3738,USA,300.40
Holliday Robert,M,73,63,USA,378.42
Hooker Miranda,F,34,4223,USA,347.30
Hopkins Sarah M.,F,27,3829,USA,319.15
Horan Kelly P.,F,38,3445,USA,290.63
Horgan Richard,M,58,1059,USA,402.33
Hornby Christine M.,F,35,4512,USA,395.27
Horton Julie,F,37,4381,USA,372.10
Hurley Julie E.,F,38,2994,USA,275.78
Hutchinson Andrew A.,M,27,2191,USA,227.50
Igoe Colin B.,M,26,1678,USA,216.83
Island Patricia K.,F,50,753,USA,354.33
Johnson Dennis L.,M,52,1674,USA,321.20
Jones Benjamin A.,M,42,1948,USA,359.30
Joyce Emily R.,F,24,4277,USA,356.12
Jusczyk Glen J.,M,36,4283,USA,400.97
Karacek Ruth,F,65,41,USA,412.27
Kaufman Sydney H.,F,29,4120,USA,340.87
Kaye Eric A.,M,26,4137,USA,351.25
Keegan Kendra A.,F,31,4495,USA,392.25
Kelly Bill,M,41,1760,USA,305.08
Kelly Gregory T.,M,40,1997,USA,400.98
Kevane Gina M.,F,25,3485,USA,296.75
Kezer Meghan J.,F,24,4251,USA,350.17
Khan Zubair A.,M,36,3296,USA,271.48
Kidd Melissa I.,F,24,3926,USA,328.10
Kief Ellen S.,F,52,685,USA,330.43
Kilroy Tim J.,M,44,1908,USA,346.80
Klose Eric G.,M,31,4109,USA,350.67
Klose Holly S.,F,32,4436,USA,382.55
Knight Christopher S.,M,45,2102,USA,322.12
Koppel Michael D.,M,44,1897,USA,342.53
Koppel Steven P.,M,51,1681,USA,324.78
Krenek Daniel,M,43,1811,CAN,309.53
Kroot Jason M.,M,24,3116,USA,260.12
Krzynowek Lauren K.,F,28,3822,USA,315.13
Lally Bridget M.,F,28,3082,USA,276.65
Lamberti Amy D.,F,40,1067,USA,279.55
Lane Perry B.,F,27,4069,USA,336.10
LaPoint Elizabeth B.,F,43,1503,USA,399.37
Le Tam D.,M,30,4295,USA,401.67
LeBoeuf Nicole R.,F,32,2349,USA,257.23
Lehman Jeffrey A.,M,37,3769,USA,302.75
Lesser Steve N.,M,55,1065,USA,411.87
Levin Michael G.,M,53,1871,USA,415.00
Lindberg Emily T.,F,25,3424,USA,293.20
Lipcon Meghan,F,33,4449,USA,378.70
LoConte Gregory M.,M,42,1494,USA,268.63
Lunt Lisa,F,29,3412,USA,293.28
Lutz Kathleen A.,F,43,1491,USA,385.83
Lyons Jennifer L.,F,35,420,USA,216.25
MacDonald Robert C.,M,30,2879,USA,251.38
Mack Amy S.,F,39,3764,USA,312.80
Magargee Scott,M,45,1943,USA,293.95
Magoon Scott,M,39,3279,USA,271.02
Mantalos Matthew E.,M,30,3443,USA,281.70
Markiewicz John J. Jr.,M,32,2904,USA,250.60
Markos Alexandra,F,33,3835,USA,319.12
Marks Lisa A.,F,38,4497,USA,390.07
Martin Kathryn S.,F,41,1436,USA,354.37
Mason Mallory A.,F,25,3294,USA,286.12
Mather Catherine A.,F,31,4496,USA,392.25
Mauricio Ian Paolo M.,M,19,4003,USA,331.48
McCaffrey Patricia F.,F,53,803,USA,416.32
McCaffrey Ryan F.,M,25,3089,USA,257.05
McCoy Kevin A.,M,36,3442,USA,282.23
McDevitt Colin J.,M,37,4033,USA,331.85
McDonald Jennifer L.,F,23,3595,USA,299.27
McDonough Michael P.,M,33,3940,USA,321.78
McGee Stephen R.,M,40,1698,USA,293.48
McGilvray Christine L.,F,48,1429,USA,411.20
McGlynn Sinead,F,28,2765,USA,266.92
McGrath Jennifer L.,F,27,4300,USA,357.93
McGuire Aimee E.,F,35,2135,USA,253.70
McGuirk Katherine,F,25,3425,USA,293.20
McKee Kim M.,F,41,1504,USA,401.48
McKnight Libby,F,23,3950,USA,325.70
McLean Leah S.,F,43,1358,USA,320.22
McNulty Jessica M.,F,27,3068,USA,276.38
Megrian Kathryn L.,F,30,3877,USA,320.20
Meikle Mollie G.,F,30,3365,USA,290.40
Meyer Justus S.,M,30,1403,USA,209.85
Miller Rick,M,49,1622,USA,268.97
Miller Rose D.,F,41,1319,USA,313.18
Miranda Frank,M,52,1121,USA,264.93
Mislak Lauren E.,F,28,3522,USA,298.93
Missle Donna M.,F,56,391,USA,412.02
Mitchell Patricia M.,F,41,1397,USA,329.88
Mitzel Steven,M,40,1351,USA,255.85
Moore Emily P.,F,31,4213,USA,348.37
Moore Jordan M.,M,32,3160,USA,266.52
Morales Arturo J.,M,40,1985,USA,382.47
Moran Casey M.,F,24,4314,USA,356.72
Morse Marjorie J.,F,56,354,USA,357.30
Morton David J.,M,42,1754,USA,304.65
Mourgis Kathleen,F,46,1285,USA,334.27
Mozzicato Jaclin,F,23,4355,USA,365.37
Muffs Michael L.,M,60,661,USA,387.50
Mulkerron Sean L.,M,35,3866,USA,321.40
Murphy Andrew J.,M,39,2917,USA,252.70
Murphy Danielle C.,F,25,2235,USA,257.47
Murphy Elizabeth M.,F,40,1465,USA,369.68
Murphy Kristan M.,F,43,1291,USA,307.88
Murphy Lori A.,F,43,835,USA,265.47
Murray Daniel J.,M,26,3439,USA,281.92
Nadworny Leanne,F,33,3971,USA,327.23
Naper Christopher M.,M,39,4306,USA,415.60
Natale Christian M.,M,45,1910,USA,289.77
Neel Kerri I.,F,38,4533,USA,401.50
Nelson Eric C.,M,58,1050,USA,398.03
Newton Catherine,F,36,4195,USA,352.07
Neyarapally Thomas A.,M,36,3454,USA,282.83
Ng Steven,M,47,2037,USA,307.22
Nijensohn Lynda A.,F,37,3460,USA,296.65
Nolan Denise M.,F,54,781,USA,383.28
OBrienAndrew,M,31,3397,USA,283.63
OBrienEmmett,M,52,1050,USA,261.80
OBrienSarahL.,F,31,4029,USA,332.12
OConnellMichaelM.,M,44,1967,USA,370.38
OConnellPatriciaA.,F,37,4178,USA,343.00
OConnorCaitlinM.,F,25,3793,USA,316.03
ODonnellCarrieJ.,F,25,3973,USA,328.78
OHanlonMichaelJ.,M,44,1866,USA,332.05
OHaraMatthewD.,M,33,3055,USA,257.23
Oneill Michael R.,M,40,2006,USA,409.52
ONeillNicoleP.,F,36,4242,USA,348.53
ONeillPatrickE.,M,41,1486,USA,264.02
OTooleKaraS.,F,38,4378,USA,367.78
Obrien Betsy A.,F,40,1406,USA,334.38
Ocasio Lauren V.,F,30,4348,USA,365.03
Ouellet Jacqueline M.,F,25,3754,USA,312.82
Overton Evynn M.,F,37,2368,USA,258.00
Overton Kurt M.,M,40,1436,USA,260.27
Pappas Christopher C.,M,31,3124,USA,263.43
Parisi Francis D.,M,50,1542,USA,298.13
Park Irene,F,40,856,USA,269.10
Pasquale David M.,M,41,1825,USA,317.72
Paul Caroline E.,F,23,3551,USA,299.45
Pearston Heather S.,F,30,3525,USA,298.20
Peters Sara M.,F,40,1492,USA,383.32
Pilotte Frank T.,M,59,988,USA,344.55
Pilotte Micho,F,23,2681,USA,266.70
Pischetola Dawn M.,F,38,4488,USA,386.50
Plante Jessica L.,F,26,4142,USA,338.78
Poirier Danielle A.,F,36,4487,USA,387.87
Pol Heather M.,F,25,4410,USA,376.07
Porter John M.,M,44,1944,USA,357.93
Prindle Mary M.,F,44,1499,USA,395.02
Quan Andrew J.,M,32,3968,USA,329.78
Quitadamo James P.,M,47,1606,USA,270.12
Radulski Nicole M.,F,38,3470,USA,296.18
Raeburn Kyle M.,M,25,3235,USA,273.93
Rand George L.,M,47,1896,USA,291.43
Rayvid Eric,M,42,1590,USA,275.27
Reardon Heather A.,F,26,3840,USA,317.67
Reardon Michael W.,M,53,1539     ,USA,297.42
Reardon Paul W.,M,44,1531,USA,267.67
Regan Mary E.,F,42,1210,USA,299.57
Renehan Catherine E.,F,32,4071,USA,336.83
Rich Walter T.,M,38,4307,USA,413.00
Riley-Norton Jessica A.,F,31,3237,USA,284.00
Robbins Claire E.,F,49,1397,USA,373.55
Robinson Phil R.,M,52,1276,USA,277.23
Roche Jonathan D.,M,39,2778,USA,243.78
Roche Laurie,F,42,1159,USA,288.38
Rochelle Robert B.,M,50,1747,USA,341.73
Rogers Kristie L.,F,35,3914,USA,324.53
Rolley Karen E.,F,51,617,USA,311.95
Rose Andrew P.,M,30,3766,USA,303.65
Ross Peter E.,M,43,1847,USA,327.27
Russell Jason,M,29,3974,USA,330.08
Ryan Michael B.,M,39,4263,USA,385.30
Saldarini Bryan B.,M,30,3755,USA,304.60
Salini Stefanie E.,F,29,3444,USA,292.75
Salmonsen Nancy M.,F,50,701,USA,334.32
Salsky Merinda M.,F,31,4030,USA,332.12
Samia John R.,M,41,1955,USA,364.50
Sarr Ian,M,29,4256,USA,384.02
Saurman Jessica L.,F,27,3872,USA,320.63
Scheff Rachel G.,F,44,627,USA,255.28
Schick John M.,M,56,600,USA,273.58
Schwarz Donald J.,M,35,3275,USA,273.85
Selin Bruce,M,49,2199,USA,367.98
Sett Ajit K.,M,52,1736,USA,339.53
Shea John W.,M,47,2168,USA,344.02
Sheehan Colleen M.,F,26,3931,USA,324.48
Shepard Sarah A.,F,36,4555,USA,409.52
Sherman Bonnie J.,F,37,4219,USA,347.10
Shydlowski Jacqueline M.,F,24,4271,USA,354.17
Silverstein Neil W.,M,50,1836,USA,383.98
Simes Parker,M,59,919,JPN,318.58
Sinel Alyssa F.,F,25,3546,USA,300.22
Slaski Peter C.,M,34,3699,USA,299.03
Slater Julie A.,F,34,4248,USA,352.08
Smith Julia M.,F,47,1286,USA,327.72
Smith Nancy C.,F,31,4005,USA,327.73
Sneider Eric M.,M,46,1190,USA,248.67
Sneider Noelle M.,F,53,759,USA,363.05
Sneider Richard,M,52,1583,USA,305.93
Sneyd Scott T.,M,47,2145,USA,335.65
Sousa Gary P.,M,42,1846,USA,325.27
Steel Abbe P.,F,43,1146,USA,290.03
Stein Jaime,F,40,1315,USA,309.05
Stokes Daniel P.,M,37,3578,USA,294.43
Strickland Glenn D.,M,55,1075,USA,427.03
Striplin Megan J.,F,29,3991,USA,330.18
Sullivan Edward C.,M,39,3773,USA,306.05
Sullivan Kathleen A.,F,33,3489,USA,294.12
Sullivan Katie,F,39,3745,USA,308.35
Sullivan William C.,M,46,2026,USA,305.78
Sutton Patricia L.,F,27,2037,USA,250.75
Swainson Alexa A.,F,31,4214,USA,348.60
Tassini Sharon J.,F,52,752,USA,356.97
Teberio Susan A.,F,40,1458,USA,361.80
Temple Justin M.,M,22,4275,USA,393.42
Tennille Linda S.,F,42,1348,USA,318.12
Tersigni Marlo R.,F,24,4331,USA,362.60
Thal Herbert L. Jr.,M,80,1,USA,338.30
Todd Bobby S.,M,32,3805,USA,306.97
Tomc Jamie V.,F,26,2913,USA,270.92
Toms Krista P.,F,25,3065,USA,280.03
Troisi Cathy,F,66,42,USA,411.87
Troy William F.,M,49,1927,USA,296.12
Tsagaris Terri,F,54,732,USA,342.20
Twist Clare J.,F,52,758,USA,363.05
Tyrrell Timothy M.,M,25,3814,USA,307.70
Van Uitert Robert L. Jr.,M,35,3365,USA,275.02
Vangelist Michael J.,M,44,2009,USA,412.50
Vautour Amy,F,32,4081,USA,334.68
Viger David A. Jr.,M,39,3711,USA,299.08
Wahlberg Lon A.,M,48,1886,USA,289.25
Wallace Eileen G.,F,54,751,USA,355.57
Walsh Kara E.,F,27,3056,USA,279.12
Walsh Philip C.,M,37,3481,USA,283.22
Walsh Sheila M.,F,39,4504,USA,391.67
Wayne Matt H.,M,40,956,USA,233.03
Weinstein Lindsey E.,F,29,4083,USA,336.85
Weissman Joshua A.,M,39,3152,USA,264.52
Welsh Gail,F,47,1356,USA,354.42
Westwood Jai C.,M,41,1666,USA,288.38
Widnall William S.,M,74,53,USA,350.67
Wiggin Amy E.,F,42,1484,USA,379.85
Wilkens Michael J.,M,33,3713,USA,301.67
Williams Christian G.,M,40,1960,USA,369.55
Williamson Sarah B.,F,31,3398,USA,289.73
Williamson Scott R.,M,53,1749,USA,339.22
Wilson Erin C.,F,32,3599,USA,300.30
Winkler Richard A.,M,43,1848,USA,327.28
Wolfson Harold S.,M,53,1831,USA,380.27
Wong Jason T.,M,24,3098,USA,254.92
Worster Brooke,F,31,2980,USA,273.17
Wright Kelly N.,F,30,4001,USA,329.97
Wyzanski Tamara G.,F,24,3565,USA,300.95
Zacharias Edward G.,M,34,3608,USA,291.58
Zagorski Kevin D.,M,22,3416,USA,277.62
Zeizel Jeffrey H.,M,57,1012,USA,364.28
Zides Rachel A.,F,41,1258,USA,302.25
Zito Jamie D.,M,41,1961,USA,366.13
Wolf Scott,M,46,1905,USA,290.48
Lanagan Gerald F.,M,47,1801,USA,284.05
DeCoste Mary E.,F,31,4262,USA,355.83
Greenberg Steven,M,65,224,USA,357.92
Coleman Finbarr,M,36,4129,IRL,346.17
Haham Shai,M,41,1527,ISR,268.10
Grant Ashley J.,F,33,4301,USA,363.77
Lehane Sandra A.,F,39,4192,USA,343.35
Acosta Myette,F,29,4278,USA,360.88
Minster Bodie C.,M,38,3818,USA,308.78
McCarthy Donal P.,M,42,1758,IRL,302.98
Brown Richard,M,51,1645,FRA,311.97
Matis David W.,M,51,1543,USA,298.65
Peterson Stephanie A.,F,35,1429,USA,242.82
Hanna Peter J.,M,37,3539,HKG,287.02
Horan Peter F.,M,50,1610,USA,310.98
Lane Michael P.,M,50,1275,USA,274.62
Kelly Dotty E.,F,57,317,USA,332.00
Lennon Robert L.,M,54,1843,USA,386.55
Stevens Scott M.,M,41,1786,USA,317.80
Kelleher-Ross Christine M.,F,51,628,USA,310.93
Schaeffer-Duffy Scott C.,M,53,1566,USA,300.42
Quinlan Kevin M.,M,49,2221,USA,383.72
Richardson Susan J.,F,51,774,USA,375.95
Wamback Kim N.,F,37,4376,USA,374.00
Gay Lorelle R.,F,31,3504,USA,303.15
Mason Mike,M,43,1769,USA,305.23
Phalon Joanne P.,F,57,227,USA,310.33
Buisier Nasser S.,M,52,1806,USA,361.20
Pupa Andrew F.,M,24,3407,USA,282.35
Kushi Carmel,F,43,935,USA,272.10
Melly Peter F.,M,54,1686,USA,321.68
Gomez Alex,M,41,1420,USA,264.07
Coffey Michael J.,M,44,1457,USA,265.67
Scotti James J.,M,50,1741,USA,339.68
Cutler Mark O.,M,64,668,USA,401.15
Zarnofsky Bill P.,M,44,1743,USA,300.38
Sanders Kristina C.,F,26,3940,USA,322.72
Maffeo Kristen M.,F,38,4243,USA,351.22
Saharczewski Edward L.,M,58,588,USA,273.88
Burg Brian,M,29,2732,USA,240.85
Dannaher Michelle L.,F,38,3694,USA,306.60
McDermott Clare E.,F,30,3894,USA,320.68
Maleri Seth,M,37,3837,USA,318.98
Ripley Alexander D.,M,40,1986,USA,390.80
Burke David,M,33,4292,USA,402.03
Mahoney Sean,M,38,3462,USA,282.23
Norton Nancy J.,F,44,1026,USA,279.80
Raycroft Jack,M,54,1857,USA,397.63
Talbot Samuel T.,M,39,2887,USA,248.93
Howard Kendra F.,F,38,3598,USA,299.10
Kruger Jay W.,M,36,4013,USA,331.48
Waisbren Susan E.,F,63,143,USA,353.63
Arciero Danielle M.,F,26,4155,USA,347.82
Meyer Amy L.,F,26,1564,USA,242.08
Lennon Kara E.,F,22,4364,USA,364.38
Gasca Enrique,M,54,1764,MEX,354.92
Covino Joseph I.,M,41,1924,USA,348.63
Smith Gary S.,M,51,508,USA,243.03
Mason Amy L.,F,29,4189,USA,350.30
Gasca Ricardo,M,31,4134,USA,354.93
Zambrano Mauricio,M,39,3724,MEX,305.90
Canto Martha Elisa,F,44,1066,MEX,280.28
Obregon Omar,M,43,1703,MEX,292.63
Ricarte Federico,M,50,1492,MEX,292.45
Rivero Carlos,M,45,1661,MEX,270.42
Asse Alberto,M,48,1844,MEX,290.82
Vives Horacio,M,40,1729,MEX,306.48
Toriz Fernando,M,37,3640,MEX,302.33
Gutierrez Oswaldo,M,32,4026,MEX,340.00
Perez Hugo,M,47,1936,MEX,294.38
Cadena Armando,M,44,1535,MEX,271.68
Zarate Silvia,F,35,4160,MEX,341.02
Leigh Marie T.,F,53,769,USA,370.05
Guglielmi Jean M.,F,51,782,USA,382.22
Mastronardi Alexis C.,F,37,3708,USA,305.05
Lecuyer Lindsey B.,F,28,2746,USA,268.00
Tourgee Lauren A.,F,39,3693,USA,306.53
Bertsch Christina M.,F,40,1313,USA,311.70
Connolly Richard F. III,M,29,3302,USA,271.27
Elrod Walter L.,M,50,1365,USA,284.63
Elrod Teresa A.,F,48,1422     ,USA,406.55
Racicot Peter C.,M,45,2008,USA,302.28
Racicot Linda A.,F,44,849,USA,265.92
Davis Jennifer K.,F,45,1371,USA,364.03
Golub Ronald H.,M,48,2156,USA,341.82
Gifford Bob J.,M,51,1802,USA,364.03
Cohen Sam,M,45,2068,USA,318.07
Ryter Robert A.,M,50,1249,USA,268.53
OMalleyMatthewJ.,M,32,4156,USA,355.08
McLean Tim,M,45,1514,USA,267.05
Centola Tanya Maria,F,30,4452,USA,381.07
Zejnullahu Aida,F,31,3869,USA,324.62
Tuffy Renae F.,F,32,4062,USA,340.63
Manson Paul R.,M,36,3457,USA,281.57
Mujica Hugo H.,M,55,1029,USA,378.03
Ruocco Karen J.,F,45,1328,USA,342.58
Brouillette Raymond G.,M,50,1435,USA,292.72
Solomon Linda M.,F,29,3513,USA,294.10
Gavin-Kirk Megan E.,F,29,4306,USA,355.47
Bedard Joanne P.,F,46,1418,USA,408.58
Skaflestad Shawn E.,M,45,2140,USA,337.05
Sweeney James A.,M,54,1437,USA,289.67
OConnorJanetS.,F,45,1380,USA,368.57
Hees Bill,M,47,1985,USA,307.12
ORourkeThomasB.Jr.,M,28,3344,USA,273.50
Keelan Kelly A.,F,50,696,USA,331.50
Calvert Deirdre C.,F,43,1275,USA,310.35
Sawler Andrea L.,F,30,3544,USA,296.18
Goolsky Jack,M,53,1487,USA,295.93
Muse Daniel A. Jr.,M,29,2999,USA,254.37
Brady Ellie E.,F,45,1378,USA,363.35
Crawford Jodi Lee,F,46,750,USA,271.58
Dowd Kevin F.,M,48,2116,USA,326.12
Leland Brett R.,M,40,1965,USA,368.90
Laurence Nicholas L.,M,24,3963,USA,325.45
Antin Nancy P.,F,52,666,USA,326.48
Crawford E David,M,64,471,USA,303.92
Krueger Kyla M.,F,32,3892,USA,319.78
Tansey Howard L.,M,47,1488,USA,260.80
McCarthy Linda M.,F,48,1319,USA,345.37
Arnold Tara J.,F,37,4395,USA,367.83
Ghassemi Farhad,M,37,3362,USA,283.00
Timmermann Timothy L.,M,47,1956,USA,303.35
Smith Leslie A.,F,31,4360,USA,372.40
Meisel Rayney K.,F,30,3045,USA,274.88
Racine Jeremy T.,M,34,4157,USA,349.43
North Jennifer B.,F,29,4456,USA,385.83
Costello Dennis M.,M,39,3085,USA,259.03
Rogers Michael L.,M,22,3867,USA,321.07
Baronas Brad M.,M,34,3542,USA,292.87
Ferguson Cheryl A.,F,63,113,USA,323.88
Abbondanza Stephen R.,M,60,644,USA,365.42
Bielefeld Doug,M,52,1594,USA,307.43
Spencer Nicole M.,F,34,4516,USA,393.00
Yannarella Jena,F,24,4535,USA,397.00
Loughmiller Brian S.,M,51,1626,USA,309.48
Meagher Katy,F,28,3582,USA,298.00
Roth Chris M.,M,53,1864,USA,405.17
Morgan Gary F.,M,52,1308,USA,275.43
Modica Nicole,F,18,3282,USA,288.22
Moore Hayley M.,F,25,3404,USA,289.75
McCullough Kimberly L.,F,39,4119,USA,337.22
Evans Marcus W.,M,53,1851,USA,388.22
Brehm James,M,47,2142,USA,340.33
McDowell Jeremy W.,M,34,3910,USA,318.47
McElroy Michelle A.,F,38,3438,USA,290.85
Bulik Dorota A.,F,47,759,USA,275.42
Young Rachel L.,F,51,395,USA,280.67
Wayman John T.,M,38,2129,USA,222.98
Selvaggi Joseph A.,M,46,1540,USA,263.50
Everhart James D.,M,29,4211,USA,365.02
Lemerise Richard A.,M,53,1784,USA,356.33
Adams Jennifer A.,F,39,4423,USA,375.73
Jenkinson William K.,M,41,1194,USA,241.82
Cook Summer B.,F,34,1174,USA,235.15
McCabe William F.,M,59,602,USA,272.88
Thottam Isabel K.,F,21,4107,USA,345.13
Matson Karen L.,F,53,775,USA,375.05
Kanash Robert F. Jr.,M,50,1355,USA,288.37
Howland James M.,M,46,2201,USA,366.03
Ragnarsdottir Runarut,F,35,3022,USA,280.55
Kahn David M.,M,49,2241,USA,409.55
Pettengill Kaitlyn G.,F,23,3818,USA,315.53
Van Buren Roy F.,M,50,1525,USA,299.48
Desroche Jamie L.,F,33,3659,USA,303.12
Farrar Spencer T.,M,42,839,USA,227.73
Oztermiyeci Nesrin,F,41,1345,USA,315.40
ODonnellMarleneS.,F,57,378,USA,383.30
Stabert Clayton A.,M,28,4019,USA,331.52
Parent Cheryl A.,F,46,1331,USA,341.72
Pingeton Elvera L.,F,49,1231,USA,313.72
White Stuart H.,M,48,1974,USA,302.38
Jacobsen Eric T.,M,40,1734,USA,299.10
Curley Cynthia B.,F,46,1419,USA,408.58
Marsh Blair E.,F,23,3691,USA,303.48
